name,country_iso2,region,locality
try again game,US,california,los angeles
jhg 3d,NL,zuid-holland,rijswijk
hewe fitness app,RO,timis,timisoara
agoraverse,FR,ile-de-france,paris
comma dot games,IR,,
gesego games,NG,lagos,
mortal tiger,AZ,,
illumate studios,TR,ankara,
roka games,TR,i̇zmir,
game & market,BR,rio de janeiro,
jourverse,KH,kandal,
few of us,PT,lisbon,lisbon
junkcreek softworks,ID,kalimantan timur,samarinda
arcade elites,US,missouri,peculiar
beastudio entertainment,TR,istanbul,
meta sapien games,TR,malatya,karakoy
battle for the hill,US,illinois,chicago
powerlight gaming,US,california,
kat labs,US,florida,pensacola
losers league,US,texas,mckinney
mythunary,US,oregon,remote
vertex mode,JP,tokyo,tokyo
gameplay pending,NO,,
simple games,RS,,
little arrow games,ES,aragon,zaragoza
challengers games corp.,KR,seoul,
snapser,US,california,foster city
lineupsvalorant,US,pennsylvania,
vulpecula vr,FR,aquitaine,france
kebab game studios,TR,bursa,
capitallion,UA,odessa,odessa
games ville studio,PK,punjab,lahore
fractal red,AE,dubai,
banal development,US,massachusetts,west boylston
autoverse studios inc.,US,california,costa mesa
saatiki games,TR,hatay,davutpasa
deepblue entertainment,TR,istanbul,maltepe
nixon games,TR,istanbul,besiktas
la squadra 3000,FR,ile-de-france,paris
stechak studios,BA,,
volly game,TR,i̇zmir,
the cloud city metaverse,AE,dubai,
baghdad game lab,IQ,baghdad,baghdad
atomic baguette,FR,alpes-maritimes,sophia antipolis
ongoing gaming academy,ES,madrid,
gameflix | let's play on tv,IL,tel aviv,tel aviv-yafo
poison pill games sl,ES,catalonia,barcelona
crazy carrot studios,US,nevada,las vegas
updaten games,TR,ankara,çankaya
gorgonize games,TR,eskisehir,
sageverse,US,delaware,dover
s.a.r games,IN,tamil nadu,chennai
"haoplay usa,haoplay.com, inc.",irvine
kolpoverse studios,SG,central singapore,singapore
spikes design,US,montana,columbia falls
united bits games,FR,auvergne-rhône-alpes,lyon
reptom,TR,istanbul,
cheeky stork,LT,,
mystic games,SE,saintckholm,
renascent games,VC,,
pyromancer games,EG,giza,
iox srl innovativa,IT,lombardia,milan
snou games,TR,kocaeli,golcuk
jetapult,IN,maharashtra,pune
all·inclusive,FR,ile-de-france,paris
holi games,DE,saxony,döbeln
scottish games education network,GB,glasgow city,glasgow
sitobit,FI,uusimaa,helsinki
fangame,AM,yerevan,
brussels game jam,BE,,
betsontee,US,maryland,bethesda
malware game studio,US,delaware,hockessin
"eq&t,eqandt.com, inc",san francisco
voskalia,FR,ile-de-france,paris
hyper bandit games,TR,istanbul,
biçaku games,AL,durres,
nerf it!,EE,harjumaa,tallinn
buzz&games,FR,auvergne-rhône-alpes,lyon
double jump jlm,IL,jerusalem,
snowtales studio,FR,ile-de-france,montevrain
grid racing league z.s.,CZ,praha,prague
mobius & lion systems,BR,rio grande do norte,parnamirim
oppolyon studios,AU,,
pulsar studio,NL,zuid-holland,the hague
abducted monkeys,US,pennsylvania,philadelphia
webmobril gaming studioz,IN,madhya pradesh,indore
goat games entertainment,US,new york,new york
kampios,FR,ile-de-france,paris
reaperstcg,CA,quebec,montreal
blokk games,NO,hedmark,
valorant tips & tricks,IN,uttar pradesh,noida
shenxing technology ltd,CA,british columbia,vancouver
crystale,NL,zuid-holland,rotterdam
l8 studios,TR,manisa,golmarmara
two page games,TR,ankara,
klockmaker,TR,istanbul,
astrox game,GB,,
peeking duck studios,CA,british columbia,vancouver
myth games,TR,istanbul,
illuvium 中文公会 isc,AU,victoria,melbourne
scallywag game studios,US,arizona,tempe
ringbahn.io,DE,berlin,
plussha,IN,karnataka,
rosina games,TR,zonguldak,
funtoosh,IN,haryana,
vox esports,CY,,
sol motors club,AR,buenos aires,pinamar
racoony games,TR,istanbul,
gamerzsupply,IN,odisha,brahmapur
ravenhouse,FR,auvergne-rhône-alpes,lyon
stackedgame,AU,western australia,perth
ballin in the metaverse,US,illinois,chicago
playunite.app,IN,karnataka,bengaluru
jekasere games,ZA,gauteng,johannesburg
ningbo house of dragons entertainment technology co.,CN,qinghai,jiang
center gaming,NO,,
fantisera studio,SE,vaesterbotten,jörn
atomic arcade,US,north carolina,raleigh
carft,FR,auvergne-rhône-alpes,lyon
ballers sportsbook,CO,caquetá,puerto rico
polydream studio,AZ,,
alarming ladder studios,GB,suffolk,ipswich
deezohplay,UG,northern region,gulu
3plus games,IN,kerala,
inspire games ltd,GB,rotherham,south yorkshire
ecoland,RO,bucuresti,bucharest
harman games,RO,bucuresti,bucharest
bb games,TR,istanbul,guzelyali
holago games,TR,istanbul,
ethernalotto,IE,dublin,dublin
kscope games studio,US,california,arcadia
this is freaking fantastic,TR,istanbul,
rignix,AZ,baki,baku
tzyi,GB,glasgow city,glasgow
kreativ stuff,LU,luxembourg,differdange
shatter fantasy studio,US,arizona,tempe
world@meta,SG,central singapore,singapore
lucio app,ES,catalonia,la palma
ouranos games,ID,west java,bekasi
nildrumstudios,RU,moscow,
nonkipple games,TR,eskisehir,
eschatology entertainment,CY,nicosia,
london games,GB,,
artnovator,UA,,
mog studio,TR,istanbul,
udo garage,TR,ankara,
infinity games,RS,vojvodina,novi sad
obelisk studio,CY,limassol,
astrono,GB,greater london,london
ankora gaming,BA,federation of b&h,sarajevo
pog ®,US,washington,seattle
creative.desi,IN,maharashtra,
kraken game lab,BR,sao paulo,santa cruz do rio pardo
artokai,IN,rajasthan,jaipur
diregrin studios,CL,,
eye 4 eye,US,california,los angeles
nobu videogames,AR,buenos aires,mar del plata
jahschris technologies,IN,tamil nadu,tirunelveli
fanyou ph inc.,PH,central visayas,cebu city
voidrift studios,MY,penang,george town
realspawn,FR,ile-de-france,paris
6 am entertainment,TR,istanbul,
orionverse,ID,,
erz,AE,abu dhabi,
pam games,TR,istanbul,
texel arts inc.,US,california,san francisco
brave new games,US,california,santa monica
hipopotamya.com,TR,hatay,antakya
khromatic innovative,US,missouri,springfield
mana point,US,california,los angeles
fractal fantasy,GB,greater london,london
ascend studios ltd,KE,nakuru,
azgames,US,louisiana,
ez gaming,ES,pais vasco,bilbao
team aegis,FR,ile-de-france,paris
adeline games,TR,ankara,
shell-shocked,KZ,almaty qalasy,almaty
ukumari clan,PE,lima,
hellpony studio,FI,uusimaa,espoo
associação brasileira de fantasy sport,BR,,
starbond studios,GB,greater london,london
m3.games,FR,provence-alpes-cote d'azur,nice
dreamyth,FR,occitanie,congénies
maracas studio,BE,hainaut,charleroi
level cap audio,GB,,
bonk! games,GB,,
ceplion,TR,istanbul,
studio bedem,RS,central serbia,belgrade
wisepath corp.,US,texas,dallas
memoritory,TR,istanbul,
stag creations,PK,punjab,bahawalpur
makemywin,IN,telangana,hyderabad
gubity studio,AZ,baki,baku
bogus laves games,UA,kyiv,
piraknights games,FR,auvergne-rhône-alpes,aix-les-bains
indoor sunglasses,DK,capital region,
five mics studios,US,california,
oa game studio,TR,zonguldak,
mantra games,CA,nova scotia,halifax
ggs.io,US,delaware,wilmington
code ninjas chestermere,CA,alberta,chestermere
protft,DE,berlin,
two buttons,FR,occitanie,toulouse
dreamware games,NO,oslo,oslo
kayros games,FR,ile-de-france,paris
winterwire games,AU,western australia,perth
ozu gamehub,TR,istanbul,
east whiz,PK,punjab,sahiwal
material10,GB,,
knitwit studios,US,georgia,atlanta
8bit arcade,GB,england,london
apptologic,IL,central district,reẖovot
vrgame,TR,edirne,
dega universe,US,california,rosemead
upgrade entertainment b.v.,NL,noord-brabant,breda
oddiko,SE,vastra gotaland,goteborg
meteor game studios,NZ,auckland,auckland
wicked games ag,CH,bern,
storypop games,US,washington,seattle
i̇swa blog,TR,istanbul,
1337 airforce,TR,i̇zmir,
swiss digital world,CH,zug,oberaegeri
good green games,ES,valencia,
sinbad digibox,TR,ankara,
olive branch games,NL,groningen,
m3ta,VN,ho chi minh city,
saudi game news,SA,ar riyāḑ,riyadh
astran studio,FR,brittany,vannes
fotosynthesis creations (pty) ltd,ZA,gauteng,johannesburg
lonegatnotion games,TR,,
igda delhi,IN,delhi,new delhi
vidvad games,CA,quebec,quebec
lategamestudios,FR,rhone-alpes,annecy
anzpl (australia & new zealand proam league),AU,victoria,melbourne
obur games,TR,mugla,yalikavak
avennex,PK,sindh,karachi
skyexchange-id.info,IN,delhi,delhi
mallconomy,GB,greater london,london
nusantara production,ID,west java,depok
woak woak studios,FR,rhone-alpes,annecy
stoner krew productions,US,colorado,lakewood
rts games llc,US,michigan,flint
enhydra games,AT,,
prode argentino,AR,,
bladezgaming,ZA,gauteng,pretoria
games for life,IT,abruzzi,pescara
latent technology,GB,greater london,london
wild spark oy,FI,uusimaa,helsinki
sagewind studio,TR,mugla,fethiye
gofanz app - earn by walking,US,wyoming,casper
alloy gaming platform,US,oregon,beaverton
wu wei game localization and services,TR,istanbul,
winstreakz,US,arizona,scottsdale
skyle games,GB,cambridgeshire,cambridge
baligames,KR,gyeonggi-do,seongnam
maverick games,GB,warwickshire,royal leamington spa
"flaming trapeze game studio,flamingtrapeze.com, llc",sacramento
spiga.,DK,capital region,copenhagen
service e-sports events,HR,istria,umag
evermore by vg,CN,,
5th column studios,GB,cambridgeshire,cambridge
arcade2bit,SG,central singapore,singapore
chonky raccoon studios,US,florida,orlando
yakuza society,AE,dubai,
cat shawl games,SE,saintckholm,
twinolli,CA,ontario,mississauga
oval3,GB,greater london,london
games enable,PK,punjab,lahore
magic hat,FR,auvergne-rhône-alpes,lyon
מזיזי הטרנספורמים,IL,tel aviv,
degen war,FR,ile-de-france,paris
weastrals studio,JO,amman,
nbp games,IN,maharashtra,mumbai
fitale,PL,,
flush games,TR,ankara,çankaya
gohibe,SG,central singapore,singapore
team ii interactive,KE,nairobi area,nairobi
atomic forge,CY,limassol,
emergent entertainment,GB,,
loading inc.,US,texas,pflugerville
tribes studio,IE,dublin,dublin
sd games,GB,,
moejoe games,AE,dubai,
nitrogen games™,EG,,
studio archer,AU,act,canberra
plasticapp,FR,corsica,ajaccio
dink,GB,middlesbrough,
music games company,IN,karnataka,bengaluru
belly trap studio,ES,catalonia,barcelona
ocia spark,GB,buckinghamshire,
grand gangsta city,AE,dubai,
gamefi liga,HU,budapest,
kleinstein games,TR,istanbul,esenyurt
synergy games,ES,,
phoenix game studio,TR,istanbul,
aerovfx,VN,ba ria-vung tau,vung tau
polearm studios,US,alabama,albertville
sour coffee games,TR,istanbul,
pug games,GE,t'bilisi,
ravens e-sports,BR,sao paulo,
evolve 512,US,texas,austin
celrage,DE,bavaria,bayern
vertex rage studio,PL,mazovia,warsaw
"16-bit hero,blitz-tcg.com, llc",madison
bornangry games llc,US,louisiana,baton rouge
miomi,LT,vilnius,
mega raccoon games,RO,constanța,
warheyn games,UA,,
avaxcars,US,wyoming,sheridan
fashion league | finfin play,CH,zurich,
interverse studios,GB,greater london,london
aula india,IN,karnataka,
bot theory,GB,greater london,london
gamifikasi studios,MY,kuala lumpur,
ragha studios,IN,maharashtra,mumbai
electric dreamers,GB,nottinghamshire,
lithium esports,AR,buenos aires,
peek mee,ID,,
gamesterinc,GB,borough of wigan,wigan
ki̇bi̇bo,TR,istanbul,
fair play collective,NL,,
9tales,FR,ile-de-france,paris
ashina studios,TR,istanbul,
omnishade,FI,uusimaa,helsinki
flowerfield games,FR,basse-normandie,caen
curator studios,TR,istanbul,
zamzad art,GB,cambridgeshire,cambridge
arpentor studio,FR,auvergne-rhône-alpes,lyon
arkhaniir's quest,TR,i̇zmir,
lvl up gaming lounge,US,michigan,vicksburg
power up team,IT,emilia-romagna,bologna
surau games,FR,auvergne-rhône-alpes,lyon
z game studio,TR,i̇zmir,
isopoda games,SE,västra götaland,gothenburg
violet crown interactive,US,texas,austin
creamy cheese,NO,,
geekspree,DE,berlin,
chutpot,TR,istanbul,
duuby games,TR,istanbul,
rocket science,US,new york,schenectady
beez interactive,TR,istanbul,
nuvolabit,CH,ticino,riva san vitale
adventure toe,FI,pirkanmaa,tampere
kumay software,TR,istanbul,
good story time,SG,central singapore,singapore
gameloops,BD,dhaka,
the game company,AE,dubai,dubai
hlph studios,IN,karnataka,bengaluru
race kingdom,AE,dubai,
apv - au premier virage,FR,ile-de-france,paris
gamer labs ltd,IL,tel aviv,
tap n play studio llp,IN,karnataka,bengaluru
orbital games,IT,emilia-romagna,modena
zcodestudio,TR,ankara,
ucuzpin,TR,adana,
upsurge studios east,JP,,
kaitara games,US,california,los angeles
college esports,US,california,sacramento
solistaro,DE,bayern,regen
serafini productions,JP,,
digital-codes ou,EE,harjumaa,tallinn
mk+academy - shopping tatuapé,BR,sao paulo,
bilgimizde,TR,istanbul,istanbul
divinus games,TR,istanbul,
indienauts,MX,jalisco,puerto vallarta
la ligue féminine,FR,ile-de-france,paris
gamesverse (gv),PK,punjab,lahore
spooky rebels studio,US,ohio,oxford
violet studios,US,,
pineapple on pizza studios,ZA,gauteng,johannesburg
fly5 esports,CZ,kralovehradecky kraj,jaromer
pixel pie games,IL,tel aviv,
cubefruit games worker co-operative inc.,CA,ontario,toronto
studio undigital,FR,auvergne-rhône-alpes,lyon
icebreakers gamedev,SE,,
industrious game,CA,quebec,montreal
dome metamars,TR,istanbul,
moon ladder,US,oregon,portland
wnagl,US,new jersey,
r3v3nge,US,florida,miami
ctrl f5,AE,dubai,
virtual piñata,MX,jalisco,guadalajara
baesickify,PH,rizal,cainta
junozy llc,US,arizona,gilbert
talkiewalkie,DE,hamburg,
unsea,FR,ile-de-france,paris
tsebro games,UA,kyiv,
unnamed games,GB,nottingham,nottingham
lunatic lab,IN,,
rainbow factory,IL,tel aviv,herzliya
game smithing,GB,hampshire,winchester
quibees,XK,pristina,pristina
donkey blx 🎮,GB,greater london,london
beryl games,SG,central singapore,singapore
saveas box game development services,PH,metro manila,taguig city
kikit,AE,dubai,
eternal rush,FR,ile-de-france,paris
pixcell play,IN,tamil nadu,chennai
atharva games,IN,gujarat,ahmadabad
good game design folks,TR,istanbul,pendik
alpaca games,US,minnesota,roseville
everbyte gaming i.g.,DE,sachsen-anhalt,blankenheim
bottom up games,BE,brussels hoofdstedelijk gewest,brussels
drop tactics,NL,utrecht,veenendaal
the markhor games,PK,punjab,rawalpindi
j&a marsian,SI,radovljica,
klondike software kft,HU,budapest,budapest
kraze app,IN,karnataka,bengaluru
kingdom story: heroes war,KR,seoul,
highground studios,SA,ar riyāḑ,riyadh
playtopia studios,IL,tel aviv,herzliya
iteration one gmbh,DE,baden-wurttemberg,karlsruhe
jam factory games,CA,ontario,sioux lookout
tavern technologies,US,new york,new york
arcane studios,US,,
quantum devs,PK,islamabad,
infini3,IN,karnataka,bengaluru
something wicked games,US,,
rize.gg,SA,makkah,
grabcoinclub,AE,dubai,
potion token: alchemy in motion,CA,british columbia,vancouver
cold sector,SE,vaesterbotten,jörn
madchamo,AT,oberosterreich,linz
cindercat games,DK,north denmark,aalborg
turnuvam.com,TR,istanbul,
alchemic world,DE,nordrhein-westfalen,lohne
gunfunny official,VN,ha noi,hanoi
regolith interactive,AU,victoria,docklands
nexidious,BR,,
101fps,TR,i̇zmir,
tunnel king studios inc.,US,south carolina,mauldin
pooky,FR,,
deneb games,TR,istanbul,
bloody crow games,TR,istanbul,
animoki productions,IT,latium,rome
backrock studios,IN,karnataka,bengaluru
neolithic llc,US,texas,austin
dev hub games,UA,,
crypto cthulhu,MX,mexico,
softgo,VN,ha noi,
c2 gripz,US,north carolina,greensboro
quantum cat,GB,,
"gamifica,youtube.com/@canal.gamifica, por kevin quintino",
metahorse,AE,dubai,
ok studios,US,missouri,saint louis
pon! - a ilha dos tatus,BR,sao paulo,
mihos esport,FR,ile-de-france,paris
noodle cat games,US,oregon,remote
vog,TN,şafāqis,sfax
moongames,TR,ankara,çankaya
whoomp,US,colorado,aurora
dnz game,TR,i̇zmir,
bc studios,TR,istanbul,
one man armies,DE,bayern,waldsassen
s2sgame,TR,bursa,bursa
born to die game,AE,dubai,
sarge games,TR,istanbul,
nadsat,RU,samara,moskva
xternity games,IL,tel aviv,
indaga studios,PE,lima,lima
little bat games,DE,berlin,berlin
poroma games,TR,konya,
tefaria,US,,
zedball,GB,greater london,london
sava studios,US,wisconsin,fountain city
zedrimetim,FR,ile-de-france,paris
gamechanger pro,US,massachusetts,marblehead
fps center,PL,mazowieckie,ursynow
cemu studio,TR,istanbul,
tilitubbeis,TR,elazığ,
party rumble,CL,coquimbo,la serena
proyecto paraland,ES,madrid,
joyjogstudio,BR,,
miomi,LT,vilnius,
legendary monkey magic,US,texas,austin
flat28,IT,lombardia,milan
keybored games,TR,istanbul,
square zero games,IN,west bengal,kolkata
crypto-guilds,FR,ile-de-france,paris
g4app,IN,,
numerin mastermind: crack the code,ES,catalonia,barcelona
jugglers studio pvt ltd,IN,chandigarh,
freewings studio,ES,madrid,
bravens,FR,ile-de-france,paris
meshkat games,IR,tehran,teheran
rj12 interactive,IN,karnataka,mangaluru
333studios,US,california,los angeles
valhallan,US,texas,houston
boomerango!,US,florida,miami
leeds fury,GB,kirklees,west yorkshire
ube hero,GB,shropshire,
ahlquist interactive,US,washington,seattle
team silver,ES,madrid,alcobendas
chromatic ink,SE,skåne,
rfx games,BR,rio de janeiro,engenheiro paulo de frontin
mars metaversity,TR,i̇zmir,
arkemys studio,CH,geneva,geneva
garapa studio,BR,sao paulo,
kiko games,IL,,
hog (heaven of gamers),IN,delhi,delhi
floorboy studios,US,new york,new york
mojo games,TR,istanbul,
not yet decided,IN,karnataka,bengaluru
team viking studios,US,california,
topcat games,GB,greater london,london
aibetos artworks,TR,malatya,karakoy
northern light game,CN,,
teamgeerzy,CA,ontario,toronto
if games,NO,,
soccerverse,GB,england,london
gamingstok,IN,haryana,faridabad
ironbark games,AU,victoria,melbourne
hathora,US,new york,
playzon,PK,punjab,lahore
soul assembly,GB,warwickshire,royal leamington spa
🥃🌏 whiskyverse,AU,western australia,perth
"ukrainian game development team ""soul harmony""",UA,kyiv,
beetested,ES,madrid,madrid
wordlewallet,GB,greater london,london
siler technology,IE,westmeath,athlone
çankaya university digital games and electronic sports student branch,TR,ankara,etimesgut
humble warrior consulting,US,california,lake forest
deadspace,GB,rotherham,south yorkshire
